BFS In-link Count:
Solar_Saros_127 : 522
Solar_Saros_128 : 522
Solar_Saros_129 : 522
Solar_Saros_130 : 522
Solar_Saros_131 : 522
Solar_Saros_132 : 522
Solar_Saros_133 : 522
Solar_Saros_134 : 522
Solar_Saros_135 : 522
Solar_Saros_137 : 522
Solar_Saros_138 : 522
Solar_Saros_139 : 522
Solar_Saros_140 : 522
Solar_Saros_141 : 522
Solar_Saros_142 : 522
Solar_Saros_144 : 522
Solar_Saros_145 : 522
Solar_Saros_146 : 522
Solar_Saros_147 : 522
Solar_Saros_148 : 522
Solar_Saros_149 : 522
Solar_Saros_150 : 522
Solar_Saros_151 : 522
Solar_Saros_152 : 522
Solar_Saros_153 : 522
Solar_Saros_154 : 522
Solar_Saros_155 : 522
Solar_Saros_156 : 522
Solar_Saros_157 : 522
Solar_Saros_158 : 522
Solar_Saros_159 : 522
Solar_Saros_160 : 522
Solar_Saros_161 : 522
Solar_Saros_162 : 522
Mursili%27s_eclipse : 522
Solar_eclipse_of_August_21,_1560 : 522
Solar_eclipse_of_March_7,_1598 : 522
Solar_eclipse_of_April_8,_1652 : 522
Solar_eclipse_of_August_12,_1654 : 522
Solar_eclipse_of_August_12,_1673 : 522
Solar_eclipse_of_September_23,_1699 : 522
Solar_eclipse_of_May_22,_1724 : 522
Solar_eclipse_of_February_9,_1766 : 522
Solar_eclipse_of_June_24,_1778 : 522
Solar_eclipse_of_October_27,_1780 : 522
Solar_eclipse_of_June_16,_1806 : 522
Solar_eclipse_of_November_19,_1816 : 522
Solar_eclipse_of_June_26,_1824 : 522
Solar_eclipse_of_July_8,_1842 : 522
Solar_eclipse_of_November_30,_1853 : 522
Solar_eclipse_of_March_25,_1857 : 522
Solar_eclipse_of_September_7,_1858 : 522
Solar_eclipse_of_July_18,_1860 : 522
Solar_eclipse_of_April_25,_1865 : 522
Solar_eclipse_of_August_29,_1867 : 522
Solar_eclipse_of_August_7,_1869 : 522
Solar_eclipse_of_December_22,_1870 : 522
Solar_eclipse_of_December_12,_1871 : 522
Solar_eclipse_of_April_16,_1874 : 522
Solar_eclipse_of_April_6,_1875 : 522
Solar_eclipse_of_July_29,_1878 : 522
Solar_eclipse_of_May_17,_1882 : 522
Solar_eclipse_of_September_8,_1885 : 522
Solar_eclipse_of_August_29,_1886 : 522
Solar_eclipse_of_January_1,_1889 : 522
Solar_eclipse_of_December_22,_1889 : 522
Solar_eclipse_of_April_16,_1893 : 522
Solar_eclipse_of_August_9,_1896 : 522
Solar_eclipse_of_January_22,_1898 : 522
Solar_eclipse_of_May_28,_1900 : 522
Solar_eclipse_of_May_18,_1901 : 522
Solar_eclipse_of_January_14,_1907 : 522
Solar_eclipse_of_January_3,_1908 : 522
Solar_eclipse_of_December_23,_1908 : 522
Solar_eclipse_of_June_17,_1909 : 522
Solar_eclipse_of_May_9,_1910 : 522
Solar_eclipse_of_April_28,_1911 : 522
Solar_eclipse_of_April_17,_1912 : 522
Solar_eclipse_of_October_10,_1912 : 522
Solar_eclipse_of_August_21,_1914 : 522
Solar_eclipse_of_February_3,_1916 : 522
Solar_eclipse_of_June_8,_1918 : 522
Solar_eclipse_of_October_1,_1921 : 522
Solar_eclipse_of_September_21,_1922 : 522
Solar_eclipse_of_January_24,_1925 : 522
Solar_eclipse_of_January_14,_1926 : 522
Solar_eclipse_of_June_29,_1927 : 522
Solar_eclipse_of_May_19,_1928 : 522
Solar_eclipse_of_May_9,_1929 : 522
Solar_eclipse_of_April_28,_1930 : 522
Solar_eclipse_of_October_21,_1930 : 522
Solar_eclipse_of_August_31,_1932 : 522
Solar_eclipse_of_February_14,_1934 : 522
Solar_eclipse_of_June_19,_1936 : 522
Solar_eclipse_of_May_29,_1938 : 522
Solar_eclipse_of_October_12,_1939 : 522
Solar_eclipse_of_October_1,_1940 : 522
Solar_eclipse_of_February_4,_1943 : 522
Solar_eclipse_of_January_25,_1944 : 522
Solar_eclipse_of_July_20,_1944 : 522
Solar_eclipse_of_July_9,_1945 : 522
Solar_eclipse_of_May_20,_1947 : 522
Solar_eclipse_of_November_1,_1948 : 522
Solar_eclipse_of_September_12,_1950 : 522
Solar_eclipse_of_February_25,_1952 : 522
Solar_eclipse_of_June_20,_1955 : 522
Solar_eclipse_of_June_8,_1956 : 522
Solar_eclipse_of_October_23,_1957 : 522
Solar_eclipse_of_October_12,_1958 : 522
Solar_eclipse_of_February_5,_1962 : 522
Solar_eclipse_of_July_20,_1963 : 522
Solar_eclipse_of_May_30,_1965 : 522
Solar_eclipse_of_November_2,_1967 : 522
Solar_eclipse_of_September_22,_1968 : 522
Solar_eclipse_of_July_10,_1972 : 522
Solar_eclipse_of_June_20,_1974 : 522
Solar_eclipse_of_October_23,_1976 : 522
Solar_eclipse_of_February_26,_1979 : 522
Solar_eclipse_of_February_16,_1980 : 522
Solar_eclipse_of_July_31,_1981 : 522
Solar_eclipse_of_June_11,_1983 : 522
Solar_eclipse_of_November_22,_1984 : 522
Solar_eclipse_of_November_12,_1985 : 522
Solar_eclipse_of_October_3,_1986 : 522
Solar_eclipse_of_March_29,_1987 : 522
Solar_eclipse_of_March_18,_1988 : 522
Solar_eclipse_of_June_30,_1992 : 522
Solar_eclipse_of_February_26,_1998 : 522
Solar_eclipse_of_June_21,_2001 : 522
Solar_eclipse_of_December_4,_2002 : 522
Solar_eclipse_of_November_23,_2003 : 522
Solar_eclipse_of_April_8,_2005 : 522
Solar_eclipse_of_November_13,_2012 : 522
Solar_eclipse_of_July_2,_2019 : 522
Solar_eclipse_of_December_14,_2020 : 522
Solar_eclipse_of_December_4,_2021 : 522
Solar_eclipse_of_April_20,_2023 : 522
Solar_eclipse_of_August_12,_2026 : 522
Solar_eclipse_of_July_22,_2028 : 522
Solar_eclipse_of_November_25,_2030 : 522
Solar_eclipse_of_March_30,_2033 : 522
Solar_eclipse_of_September_2,_2035 : 522
Solar_eclipse_of_July_13,_2037 : 522
Solar_eclipse_of_December_26,_2038 : 522
Solar_eclipse_of_December_15,_2039 : 522
Solar_eclipse_of_April_30,_2041 : 522
Solar_eclipse_of_April_20,_2042 : 522
Solar_eclipse_of_April_9,_2043 : 522
Solar_eclipse_of_August_23,_2044 : 522
Solar_eclipse_of_August_2,_2046 : 522
Solar_eclipse_of_December_5,_2048 : 522
Solar_eclipse_of_May_20,_2050 : 522
Solar_eclipse_of_March_30,_2052 : 522
Solar_eclipse_of_July_24,_2055 : 522
Solar_eclipse_of_January_5,_2057 : 522
Solar_eclipse_of_December_26,_2057 : 522
Solar_eclipse_of_May_11,_2059 : 522
Solar_eclipse_of_April_20,_2061 : 522
Solar_eclipse_of_August_24,_2063 : 522
Solar_eclipse_of_August_12,_2064 : 522
Solar_eclipse_of_December_17,_2066 : 522
Solar_eclipse_of_May_31,_2068 : 522
Solar_eclipse_of_April_11,_2070 : 522
Solar_eclipse_of_September_23,_2071 : 522
Solar_eclipse_of_August_3,_2073 : 522
Solar_eclipse_of_January_16,_2075 : 522
Solar_eclipse_of_January_6,_2076 : 522
Solar_eclipse_of_May_22,_2077 : 522
Solar_eclipse_of_May_11,_2078 : 522
Solar_eclipse_of_August_24,_2082 : 522
Solar_eclipse_of_December_27,_2084 : 522
Solar_eclipse_of_June_11,_2086 : 522
Solar_eclipse_of_October_4,_2089 : 522
Solar_eclipse_of_September_23,_2090 : 522
Solar_eclipse_of_August_15,_2091 : 522
Solar_eclipse_of_January_27,_2093 : 522
Solar_eclipse_of_January_16,_2094 : 522
Solar_eclipse_of_June_2,_2095 : 522
Solar_eclipse_of_May_22,_2096 : 522
Solar_eclipse_of_May_11,_2097 : 522
Solar_eclipse_of_September_4,_2100 : 522
Solar_eclipse_of_June_3,_2114 : 522
Solar_eclipse_of_June_13,_2132 : 522
Solar_eclipse_of_June_25,_2150 : 522
Solar_eclipse_of_July_5,_2168 : 522
Solar_eclipse_of_July_16,_2186 : 522
Solar_eclipse_of_September_7,_1820 : 522
Solar_eclipse_of_May_26,_1854 : 522
Solar_eclipse_of_January_22,_1879 : 522
Solar_eclipse_of_June_28,_1889 : 522
Solar_eclipse_of_November_11,_1901 : 522
Solar_eclipse_of_July_10,_1907 : 522
Solar_eclipse_of_June_28,_1908 : 522
Solar_eclipse_of_October_22,_1911 : 522
Solar_eclipse_of_February_25,_1914 : 522
Solar_eclipse_of_February_14,_1915 : 522
Solar_eclipse_of_August_10,_1915 : 522
Solar_eclipse_of_July_30,_1916 : 522
Solar_eclipse_of_December_14,_1917 : 522
Solar_eclipse_of_December_3,_1918 : 522
Solar_eclipse_of_November_22,_1919 : 522
Solar_eclipse_of_April_8,_1921 : 522
Solar_eclipse_of_March_28,_1922 : 522
Solar_eclipse_of_March_17,_1923 : 522
Solar_eclipse_of_July_20,_1925 : 522
Solar_eclipse_of_July_9,_1926 : 522
Solar_eclipse_of_January_3,_1927 : 522
Solar_eclipse_of_November_1,_1929 : 522
Solar_eclipse_of_March_7,_1932 : 522
Solar_eclipse_of_February_24,_1933 : 522
Solar_eclipse_of_August_21,_1933 : 522
Solar_eclipse_of_August_10,_1934 : 522
Solar_eclipse_of_December_25,_1935 : 522
Solar_eclipse_of_December_13,_1936 : 522
Solar_eclipse_of_December_2,_1937 : 522
Solar_eclipse_of_April_19,_1939 : 522
Solar_eclipse_of_April_7,_1940 : 522
Solar_eclipse_of_March_27,_1941 : 522
Solar_eclipse_of_August_1,_1943 : 522
Solar_eclipse_of_January_14,_1945 : 522
Solar_eclipse_of_November_12,_1947 : 522
Solar_eclipse_of_May_9,_1948 : 522
Solar_eclipse_of_March_18,_1950 : 522
Solar_eclipse_of_March_7,_1951 : 522
Solar_eclipse_of_September_1,_1951 : 522
Solar_eclipse_of_August_20,_1952 : 522
Solar_eclipse_of_January_5,_1954 : 522
Solar_eclipse_of_December_25,_1954 : 522
Solar_eclipse_of_December_14,_1955 : 522
Solar_eclipse_of_April_30,_1957 : 522
Solar_eclipse_of_April_19,_1958 : 522
Solar_eclipse_of_April_8,_1959 : 522
Solar_eclipse_of_August_11,_1961 : 522
Solar_eclipse_of_July_31,_1962 : 522
Solar_eclipse_of_January_25,_1963 : 522
Solar_eclipse_of_November_23,_1965 : 522
Solar_eclipse_of_May_20,_1966 : 522
Solar_eclipse_of_March_18,_1969 : 522
Solar_eclipse_of_September_11,_1969 : 522
Solar_eclipse_of_August_31,_1970 : 522
Solar_eclipse_of_January_16,_1972 : 522
Solar_eclipse_of_January_4,_1973 : 522
Solar_eclipse_of_December_24,_1973 : 522
Solar_eclipse_of_April_29,_1976 : 522
Solar_eclipse_of_April_18,_1977 : 522
Solar_eclipse_of_August_22,_1979 : 522
Solar_eclipse_of_August_10,_1980 : 522
Solar_eclipse_of_February_4,_1981 : 522
Solar_eclipse_of_December_4,_1983 : 522
Solar_eclipse_of_May_30,_1984 : 522
Solar_eclipse_of_September_23,_1987 : 522
Solar_eclipse_of_September_11,_1988 : 522
Solar_eclipse_of_January_26,_1990 : 522
Solar_eclipse_of_January_15,_1991 : 522
Solar_eclipse_of_January_4,_1992 : 522
Solar_eclipse_of_May_10,_1994 : 522
Solar_eclipse_of_April_29,_1995 : 522
Solar_eclipse_of_August_22,_1998 : 522
Solar_eclipse_of_February_16,_1999 : 522
Solar_eclipse_of_December_14,_2001 : 522
Solar_eclipse_of_February_7,_2008 : 522
Solar_eclipse_of_May_20,_2012 : 522
Solar_eclipse_of_May_10,_2013 : 522
Solar_eclipse_of_September_1,_2016 : 522
Solar_eclipse_of_February_26,_2017 : 522
Solar_eclipse_of_December_26,_2019 : 522
Solar_eclipse_of_October_14,_2023 : 522
Solar_eclipse_of_October_2,_2024 : 522
Solar_eclipse_of_February_17,_2026 : 522
Solar_eclipse_of_February_6,_2027 : 522
Solar_eclipse_of_January_26,_2028 : 522
Solar_eclipse_of_May_21,_2031 : 522
Solar_eclipse_of_May_9,_2032 : 522
Solar_eclipse_of_September_12,_2034 : 522
Solar_eclipse_of_March_9,_2035 : 522
Solar_eclipse_of_January_5,_2038 : 522
Solar_eclipse_of_July_2,_2038 : 522
Solar_eclipse_of_June_21,_2039 : 522
Solar_eclipse_of_October_25,_2041 : 522
Solar_eclipse_of_October_14,_2042 : 522
Solar_eclipse_of_October_3,_2043 : 522
Solar_eclipse_of_February_28,_2044 : 522
Solar_eclipse_of_February_16,_2045 : 522
Solar_eclipse_of_February_5,_2046 : 522
Solar_eclipse_of_May_31,_2049 : 522
Solar_eclipse_of_September_22,_2052 : 522
Solar_eclipse_of_March_20,_2053 : 522
Solar_eclipse_of_January_16,_2056 : 522
Solar_eclipse_of_July_12,_2056 : 522
Solar_eclipse_of_July_1,_2057 : 522
Solar_eclipse_of_October_24,_2060 : 522
Solar_eclipse_of_October_13,_2061 : 522
Solar_eclipse_of_February_28,_2063 : 522
Solar_eclipse_of_February_17,_2064 : 522
Solar_eclipse_of_June_22,_2066 : 522
Solar_eclipse_of_June_11,_2067 : 522
Solar_eclipse_of_October_4,_2070 : 522
Solar_eclipse_of_March_31,_2071 : 522
Solar_eclipse_of_July_24,_2074 : 522
Solar_eclipse_of_November_15,_2077 : 522
Solar_eclipse_of_November_4,_2078 : 522
Solar_eclipse_of_October_24,_2079 : 522
Solar_eclipse_of_March_10,_2081 : 522
Solar_eclipse_of_February_27,_2082 : 522
Solar_eclipse_of_July_3,_2084 : 522
Solar_eclipse_of_June_22,_2085 : 522
Solar_eclipse_of_October_14,_2088 : 522
Solar_eclipse_of_April_10,_2089 : 522
Solar_eclipse_of_February_7,_2092 : 522
Solar_eclipse_of_August_3,_2092 : 522
Solar_eclipse_of_November_27,_2095 : 522
Solar_eclipse_of_November_15,_2096 : 522
Solar_eclipse_of_November_4,_2097 : 522
Solar_eclipse_of_March_21,_2099 : 522
Solar_eclipse_of_March_10,_2100 : 522
Solar_eclipse_of_January_5,_1935 : 522
Solar_eclipse_of_July_30,_1935 : 522
Solar_eclipse_of_September_20,_1960 : 522
Solar_eclipse_of_May_11,_1975 : 522
Solar_eclipse_of_November_3,_1975 : 522
Solar_eclipse_of_April_7,_1978 : 522
Solar_eclipse_of_October_2,_1978 : 522
Solar_eclipse_of_January_25,_1982 : 522
Solar_eclipse_of_June_21,_1982 : 522
Solar_eclipse_of_July_20,_1982 : 522
Solar_eclipse_of_December_15,_1982 : 522
Solar_eclipse_of_May_19,_1985 : 522
Solar_eclipse_of_April_9,_1986 : 522
Solar_eclipse_of_March_7,_1989 : 522
Solar_eclipse_of_August_31,_1989 : 522
Solar_eclipse_of_May_21,_1993 : 522
Solar_eclipse_of_November_13,_1993 : 522
Solar_eclipse_of_April_17,_1996 : 522
Solar_eclipse_of_October_12,_1996 : 522
Solar_eclipse_of_September_2,_1997 : 522
Solar_eclipse_of_February_5,_2000 : 522
Solar_eclipse_of_December_25,_2000 : 522
Solar_eclipse_of_April_19,_2004 : 522
Solar_eclipse_of_October_14,_2004 : 522
Solar_eclipse_of_March_19,_2007 : 522
Solar_eclipse_of_November_25,_2011 : 522
Solar_eclipse_of_September_13,_2015 : 522
Solar_eclipse_of_February_15,_2018 : 522
Solar_eclipse_of_July_13,_2018 : 522
Solar_eclipse_of_August_11,_2018 : 522
Solar_eclipse_of_January_6,_2019 : 522
Solar_eclipse_of_April_30,_2022 : 522
Solar_eclipse_of_September_21,_2025 : 522
Solar_eclipses_on_Jupiter : 522
Solar_eclipses_on_Neptune : 522
Solar_eclipses_on_Saturn : 522
Solar_eclipses_on_Uranus : 522
Solar_viewer : 522
Solar_eclipses_in_fiction : 522
Eclipse_chasing : 521
Earth : 515
UTC : 461
Magnitude_of_eclipse : 457
Lunar_node : 435
Gamma_(eclipse) : 405
NASA : 399
Apparent_diameter : 340
International_Standard_Book_Number : 334
Digital_object_identifier : 295
Fred_Espenak : 276
GSFC : 272
Bibcode : 239
Metonic_cycle : 168
Annulus_(mathematics) : 152
PubMed_Identifier : 140
Integrated_Authority_File : 139
Solar_System : 120
Wayback_Machine : 118
Natural_satellite : 114
International_Standard_Serial_Number : 110
Library_of_Congress_Control_Number : 103
Eclipse_cycle : 103
Full_moon : 102
Orbit_of_the_Moon : 102
Apsis : 102
Lunar_eclipse : 99
New_moon : 96
Lunar_phase : 96
Exploration_of_the_Moon : 95
Apollo_program : 94
ArXiv : 94
Syzygy_(astronomy) : 93
Space_weathering : 92
Theia_(planet) : 92
Lunar_precession : 90
Lunar_calendar : 89
Month : 89
Hill_sphere : 88
Tide : 88
Tidal_force : 88
National_Diet_Library : 87
Tidal_locking : 87
Orbital_elements : 86
Tidal_acceleration : 86
Lunisolar_calendar : 85
Nodal_period : 84
Total_penumbral_lunar_eclipse : 83
Lunar_mansion : 83
Micrometeorite : 83
Lunar_month : 83
Fortnight : 83
Week : 83
Saros_cycle : 83
Sputtering : 82
Lunar_mare : 82
Magnetic_field_of_the_Moon : 82
Lunar_distance_(astronomy) : 82
List_of_mountains_on_the_Moon : 82
List_of_valleys_on_the_Moon : 82
Lunar_swirls : 82
Lunar_meteorite : 82
List_of_missions_to_the_Moon : 82
Solar_wind : 81
Tidal_range : 81
Lunar_theory : 81
Late_Heavy_Bombardment : 81
Double_planet : 81
Topography_of_the_Moon : 80
Moonlight : 80
Tetrad_(astronomy) : 80
List_of_craters_on_the_Moon : 80
Wrinkle_ridge : 80
Moon_landing : 80
Crescent : 80
Lunar_soil : 79
Supermoon : 79
List_of_maria_on_the_Moon : 79
Lunar_crater : 79
Crater_of_eternal_darkness : 79
Rille : 79
Lunar_Laser_Ranging_experiment : 79
Apollo_Lunar_Surface_Experiments_Package : 79
List_of_lunar_probes : 79
Moon_landing_conspiracy_theories : 79
Colonization_of_the_Moon : 79
Man_in_the_Moon : 79
Sunlight : 78
Pareidolia : 78
Moon_rabbit : 78
Atmosphere_of_the_Moon : 78
Earthlight_(astronomy) : 78
List_of_lunar_features : 78
Selenography : 78
Lunar_terminator : 78
Near_side_of_the_Moon : 78
Far_side_of_the_Moon : 78
Lunar_dome : 78
South_Pole%E2%80%93Aitken_basin : 78
Transient_lunar_phenomenon : 78
Origin_of_the_Moon : 78
Giant-impact_hypothesis : 78
Lunar_magma_ocean : 78
Geology_of_the_Moon : 78
KREEP : 78
Wet_moon : 78
Moon_illusion : 78
Hj%C3%BAki_and_Bil : 78
Virtual_International_Authority_File : 77
Internal_structure_of_the_Moon : 77
Gravitation_of_the_Moon : 77
Sodium_tail_of_the_Moon : 77
Lunar_north_pole : 77
Lunar_south_pole : 77
Face_on_Moon_South_Pole : 77
Peak_of_eternal_light : 77
Shackleton_(crater) : 77
Moon_rock : 77
Lunar_basalt_70017 : 77
Lunar_water : 77
Lunar_observation : 77
Lunar_geologic_timescale : 77
Lunar_sample_displays : 77
Apollo_11_lunar_sample_display : 77
Apollo_17_lunar_sample_display : 77
Tourism_on_the_Moon : 77
Blue_moon : 77
Black_moon : 77
Dark_moon : 77
Lunar_effect : 77
List_of_people_with_craters_of_the_Moon_named_after_them : 77
Moon_in_fiction : 77
List_of_lunar_deities : 77
The_Moon_is_made_of_green_cheese : 77
Russia : 72
Asteroid : 70
Astronomy : 70
Biblioth%C3%A8que_nationale_de_France : 68
Canada : 68
Corona : 65
Solar_flare : 60
Photosphere : 59
Sunspot : 58
Coronal_mass_ejection : 58
Space_weather : 58
Stellar_classification : 58
Mercury_(planet) : 56
Chromosphere : 56
Solar_time : 56
Convection_zone : 55
OCLC : 55
Heliosphere : 54
Solar_prominence : 53
Solar_variation : 53
Heliophysics : 53
Radiation_zone : 52
Solar_core : 52
Stellar_atmosphere : 52
Helioseismology : 52
Heliospheric_current_sheet : 52
Bow_shock : 52
G-type_main-sequence_star : 52
Turkey : 52
Granule_(solar_physics) : 52
Solar_energy : 51
Solar_physics : 51
Solar_telescope : 51
Wolf_number : 50
Solar_astronomy : 50
Solar_cycle : 49
Solar_maximum : 49
Solar_minimum : 49
Solar_activity : 49
Solar_neutrino : 49
Egypt : 49
Supergranulation : 48
Tachocline : 48
Standard_solar_model : 48
Facula : 48
Plage_(astronomy) : 48
Spicule_(solar_physics) : 48
Moreton_wave : 48
Solar_transition_region : 48
Coronal_hole : 48
Coronal_loop : 48
Helmet_streamer : 48
Supra-arcade_downflows : 48
List_of_solar_cycles : 48
Solar_dynamo : 48
Solar_observation : 48
Solar_phenomena : 47
Africa : 47
Europe : 46
Ecliptic : 46
International_Standard_Name_Identifier : 45
Syst%C3%A8me_universitaire_de_documentation : 45
Spain : 43
Plasma_(physics) : 41
Cyprus : 39
Greece : 38
Kazakhstan : 37
Ottoman_Empire : 36
European_Space_Agency : 36
Cassini%E2%80%93Huygens : 36
